guideword,grammar,example,level,type,scene_uid,uid
dormir présent,Conjuguer des verbes irréguliers en -MIR au présent de l'indicatif.,"je dors
tu dors
il dort
nous dormons
vous dormez
ils dorment",A1,Verbs Tenses & Conjugation,241,482
s'endormir,Utiliser un verbe pronominal irrégulier en -MIR pour exprimer une action réciproque ou réfléchie.,"Il s'endort souvent sur son livre.
Je me rendors facilement.",A1,Verbs Tenses & Conjugation,242,483
verbes -MIR irréguliers,"Identifier et conjuguer d'autres verbes irréguliers en -MIR comme s'endormir, endormir, se rendormir.","s'endormir (to fall asleep)
endormir (to put [someone] to sleep)
se rendormir (to fall back to sleep)",A1,Verbs Tenses & Conjugation,242,484
adjectifs en -el/-eil/-il/-ul/-et,former le féminin d'un adjectif en doublant la consonne finale et en ajoutant -e,"Georges est cruel mais Flora n'est pas cruelle.
Mon manteau est pareil, et ma cravate est pareille.
Le jardin est net et la maison est nette aussi.
Le journal télévisé n'est pas nul mais la télé-réalité est nulle.",A1,Adjectives & Adverbs,243,485
adjectifs en -s,"former le féminin d'un adjectif en -s sans doubler la consonne, sauf exceptions","Mon pantalon est gris, et ma chemise est grise aussi.
Ce résultat est mauvais. - Non, c'est la question qui est mauvaise.",A1,Adjectives & Adverbs,243,486
exceptions -s,identifier les adjectifs en -s qui doublent la consonne au féminin,"Gary est gros mais Suzanne est très grosse.
Le bacon est gras mais la salade n'est pas grasse.
Le velours est épais, mais la soie n'est pas épaisse du tout.
Ici, le plafond est trop bas. - Et là, c'est la fenêtre qui est trop basse.",A1,Adjectives & Adverbs,244,487
adjectifs en -en/-on,former le féminin d'adjectifs en -en ou -on en doublant la consonne et en ajoutant -e,"François n'est pas professionnel mais Diane est professionnelle.
Il est gentil et elle est gentille.",A1,Adjectives & Adverbs,244,488
adjectifs invariables,reconnaître que certains adjectifs ne changent pas de forme entre masculin et féminin,"Voilà un bon gâteau et une bonne boisson.
Il y a un château ancien et une église ancienne.",A1,Adjectives & Adverbs,245,489
écrire,conjuguer un verbe irrégulier du troisième groupe à l'indicatif présent,"j'écris
tu écris
il écrit
nous écrivons
vous écrivez
ils écrivent",A1,Verbs Tenses & Conjugation,245,490
inscrire,conjuguer un verbe irrégulier dérivé du verbe écrire à l'indicatif présent,"j'inscris
tu inscris
il inscrit
nous inscrivons
vous inscrivez
ils inscrivent",A1,Verbs Tenses & Conjugation,246,491
réécrire,utiliser un verbe composé à partir d'écrire et le conjuguer à l'indicatif présent,il réécrit ce que j'écris,A1,Verbs Tenses & Conjugation,246,492
s'inscrire,conjuguer un verbe pronominal dérivé d'inscrire à l'indicatif présent,"tu t'inscris
nous nous inscrivons",A1,Verbs Tenses & Conjugation,247,493
décrire,conjuguer un verbe irrégulier du troisième groupe suivant le modèle d'écrire à l'indicatif présent,ils décrivent leur voyage,A1,Verbs Tenses & Conjugation,247,494
nombres ordinaux,utiliser les nombres ordinaux pour indiquer un ordre ou un rang,"Je préfère la première robe.
Il a fini le troisième exercice.
Le Cinquième Élément est un film génial !
Je suis arrivé sixième au marathon.",A1,"Numbers, Time & Date",248,495
accord en genre,faire accorder premier/première et second/seconde avec le genre du nom,"premier (m) / première (f)
second (m) / seconde (f)",A1,"Numbers, Time & Date",248,496
deuxième vs second,"utiliser deuxième quand il y a plus de deux éléments, et second/seconde quand il n’y en a que deux","On aime la deuxième chanson de l'album.
Il y avait deux gâteaux sur la table : j'en ai mangé un, tu as mangé le second.",A1,"Numbers, Time & Date",249,497
formation des ordinaux,former la plupart des nombres ordinaux en ajoutant -ième au nombre cardinal (sans le -e muet),"troisième = trois + ième
quatrième = quatre → quatr + ième
cinquième = cinq + u + ième
neuvième = neuf → neu + v + ième",A1,"Numbers, Time & Date",249,498
modifications phonétiques,ajouter un -u après cinq pour faciliter la prononciation (cinq → cinquième),cinquième,A1,"Numbers, Time & Date",250,499
modifications phonétiques,remplacer le -f de neuf par -v dans neuvième pour faciliter la prononciation,neuf → neuvième,A1,"Numbers, Time & Date",250,500
nombres ordinaux pour la royauté,"utiliser des nombres cardinaux pour nommer les rois, reines et papes en français (contrairement à l'anglais)","Le pape Benoît seize a démissionné.
Elizabeth deux est la reine d'Angleterre.
Louis quatorze était surnommé Le Roi Soleil.",A1,"Numbers, Time & Date",251,501
premier / Ier,utiliser « premier » ou « Ier » pour exprimer « 1er » dans les noms de personnages historiques,François Ier protégea Léonard de Vinci.,A1,"Numbers, Time & Date",251,502
troisième vs tiers/tierce,faire la différence entre l'ordinal « troisième » (rang) et le fractionnaire « tiers / tierce » (portion),"Je suis arrivé troisième du marathon.
Mon troisième enfant est né en septembre.
Nous devons utiliser une tierce personne comme témoin.
Il y a beaucoup de pauvreté dans le Tiers-Monde.
J'ai bu un tiers de la bouteille.",A1,"Numbers, Time & Date",252,503
Le Présent pour le futur proche,utiliser le présent pour exprimer une action qui va se produire très bientôt,"Ce soir, je fais à dîner.
Son train arrive à dix heures demain matin.
Elle te rappelle plus tard, promis.
Je suis là dans deux secondes !
J'arrive tout de suite !",A1,Verbs Tenses & Conjugation,252,504
Actions en cours,décrire une action en train de se dérouler avec le présent (comme le présent continu en anglais),"Elle te rappelle plus tard, promis.
J'arrive tout de suite !",A1,Verbs Tenses & Conjugation,253,505
Habitudes et situations actuelles,exprimer une habitude ou une situation stable au présent,"Ce soir, je fais à dîner.
Son train arrive à dix heures demain matin.",A1,Verbs Tenses & Conjugation,253,506
beau/nouveau/vieux,utiliser les formes spécifiques au pluriel masculin et féminin des adjectifs irréguliers,"Tom est beau, mais Henri et Bob sont très beaux.
Yvette est belle, mais Leila et Belinda sont très belles.
Regarde ces vieux hommes et ces vieilles femmes.
J'ai acheté de nouveaux bols et de nouvelles assiettes.",A1,Adjectives & Adverbs,254,507
pluriel masculin -eau,former le pluriel masculin en ajoutant -x pour les adjectifs se terminant par -eau,"beau → beaux
nouveau → nouveaux",A1,Adjectives & Adverbs,254,508
pluriel féminin,former le pluriel féminin en ajoutant simplement -s,"belle → belles
vieille → vieilles
nouvelle → nouvelles",A1,Adjectives & Adverbs,255,509
adjectif devant voyelle ou h muet,"utiliser la forme élidée (bel, nouvel, vieil) devant un nom masculin commençant par une voyelle ou un h muet","C'était un vieil hôtel, et j'adore les vieux hôtels !
Ce vieil arbre est à côté de ces vieux arbres.
Mon nouvel ami s'entend bien avec mes nouveaux amis.",A1,Adjectives & Adverbs,255,510
futur proche,utiliser la construction aller + infinitif pour exprimer une action qui va se produire bientôt,"Je vais aller au cinéma.
Tu vas lire
Vous allez étudier.
On va faire quoi, demain?
Nous allons manger des pâtes.
Ils vont tomber.",A1,Verbs Tenses & Conjugation,256,511
aller au présent,conjuguer le verbe 'aller' au présent de l'indicatif comme base du futur proche,"Je vais
Tu vas
Il/Elle/On va
Nous allons
Vous allez
Ils/Elles vont",A1,Verbs Tenses & Conjugation,256,512
négation avec futur proche,former la négation autour du verbe conjugué 'aller' dans une structure de futur proche,"Je ne vais pas manger.
Tu ne vas pas venir.",A1,Verbs Tenses & Conjugation,257,513
chez + personne,utiliser une préposition pour indiquer un lieu chez quelqu'un,"Nous allons chez Marc.
On se retrouvera chez ma mère.
Il y a une piscine magnifique chez eux.",A1,Prepositions & Conjunctions,257,514
chez + professionnel,exprimer un lieu professionnel en utilisant le nom du professionnel après 'chez',"Je suis chez le coiffeur.
J'aime bien le réceptionniste chez ma dentiste.",A1,Prepositions & Conjunctions,258,515
chez + pronom disjonctif,indiquer un lieu général comme 'chez soi' ou 'chez vous' sans article possessif,"Ils sont chez eux.
Tout va bien chez vous?
Faites comme chez vous.",A1,Prepositions & Conjunctions,258,516
chez moi vs à la maison,différencier l'utilisation de 'chez moi' et 'à la maison' pour exprimer le retour à la maison,"Je rentre chez moi.
Je rentre à la maison.",A1,Prepositions & Conjunctions,259,517
interdit : à + ton/son + maison,éviter l'erreur courante d'utiliser un possessif avec 'maison' après 'à',"Il vient chez toi plus tard.
Je suis passé par chez elle ce matin.",A1,Prepositions & Conjunctions,259,518
négation avec verbe conjugué + infinitif,utiliser les mots de négation autour du verbe conjugué quand il est suivi d’un infinitif,"Tu ne veux pas venir ce soir ?
Je ne vais plus faire ton travail pour toi.
Tu ne dois pas crier.
Nous n'aimons pas cuisiner.",A1,Negative Words & Constructions,260,519
position incorrecte de la négation,éviter de placer le second mot de négation après l’infinitif,Tu ne veux venir pas ce soir.,A1,Negative Words & Constructions,260,520
ne pas + infinitif (liberté de ne pas faire),exprimer une possibilité ou permission de ne pas faire quelque chose en mettant « ne pas » juste avant l’infinitif,Tu peux ne pas venir.,A1,Negative Words & Constructions,261,521
lire,conjuguer un verbe irrégulier au présent de l'indicatif,"je lis
tu lis
il/elle/on lit
nous lisons
vous lisez
ils/elles lisent",A1,Verbs Tenses & Conjugation,261,522
verbes comme lire,identifier des verbes suivant le même modèle de conjugaison,"élire
relire",A1,Verbs Tenses & Conjugation,262,523
le présent,utiliser le présent de l'indicatif pour exprimer une action habituelle ou actuelle,"je lis (I read)
tu lis (you read)
il lit (he reads)",A1,Verbs Tenses & Conjugation,262,524
futur proche avec verbes pronominaux,utiliser aller + pronom réfléchi + infinitif pour exprimer une action qui va se produire bientôt,"Je vais me lever tôt.
Tu vas t'habiller.
Elle va s'amuser.
Nous allons nous réveiller.
Vous allez vous asseoir.
Mes jumelles vont s'appeler Léa et Zoé.",A1,Verbs Tenses & Conjugation,263,525
accord du pronom réfléchi,choisir le bon pronom réfléchi (me/te/se/nous/vous/se) selon le sujet de la phrase,"Je vais me lever. -> pas *se* lever
Tu vas t'habiller. -> pas *te* habiller avec un autre pronom",A1,Verbs Tenses & Conjugation,263,526
venir de + infinitif,exprimer une action qui vient de se produire,"Je viens de finir mon livre.
Tu viens de rater ton train.
Laurent vient d'arriver à l'instant.
Nous venons d'apprendre la nouvelle.
Vous venez de faire vos devoirs.
Ils viennent de recevoir leurs résultats !",A1,Verbs Tenses & Conjugation,264,527
venir juste de,insister sur le caractère très récent d'une action,"Je viens juste de finir mon livre.
Tu viens juste de rater ton train.",A1,Verbs Tenses & Conjugation,264,528
passé proche,utiliser une structure temporelle pour parler d'un événement immédiatement terminé,"Je viens de finir mon livre.
Nous venons d'apprendre la nouvelle.",A1,Verbs Tenses & Conjugation,265,529
mettre,Conjuguer un verbe irrégulier du groupe -mettre au présent de l'indicatif.,"je mets
tu mets
il/elle/on met
nous mettons
vous mettez
ils/elles mettent",A1,Verbs Tenses & Conjugation,265,530
phrases avec mettre,Utiliser le verbe mettre dans des phrases simples au présent.,"Je mets les assiettes sur la table.
Tu me promets ?
Elle met les fleurs dans le vase.
Nous mettons la table.
Vous mettez vos manteaux parce qu'il fait froid dehors.
Ils transmettent le message.",A1,Verbs Tenses & Conjugation,266,531
verbes dérivés de mettre,Reconnaître et conjuguer des verbes dérivés de mettre qui suivent le même modèle irrégulier.,"promettre : tu me promets
permettre : elle permet
transmettre : ils transmettent
remettre : nous remettons",A1,Verbs Tenses & Conjugation,266,532
adjectifs en -er,pouvoir transformer un adjectif masculin en -er en son équivalent féminin en -ère,"un sac cher et une robe chère
le dernier train avec ma dernière valise
cher Matt, chère Kate
un pays étranger, une langue étrangère",A1,Adjectives & Adverbs,267,533
pluriel -eu,former le pluriel des noms se terminant par -eu avec -x,"Mes pneux sont dégonflés.
J'aime les jeux de société.
Tu as les cheveux roux.",A1,Nouns & Articles,267,534
exceptions -eu,identifier les exceptions qui prennent un -s au pluriel,"des pneus
des bleus",A1,Nouns & Articles,268,535
préposition à,utiliser la préposition 'à' pour indiquer la fonction ou le but d'un objet,"un verre à vin
un sac à dos",A1,Prepositions & Conjunctions,268,536
préposition de/en,utiliser 'de' ou 'en' pour indiquer la matière dont est fait un objet,"un sac de cuir
un sac en cuir
un bracelet en or",A1,Prepositions & Conjunctions,269,537
préposition aux,"utiliser 'aux' (forme contractée de à + les) pour indiquer un ingrédient ou une saveur, surtout dans les aliments",une tarte aux pommes,A1,Prepositions & Conjunctions,269,538
à + la/l'/le/les,"utiliser 'à la', 'à l’', 'au', 'aux' pour exprimer 'avec', 'fait avec' ou 'parfumé avec', notamment dans les aliments",une glace à la vanille,A1,Prepositions & Conjunctions,270,539
nom + à + infinitif,former un nom composé avec un nom suivi de 'à' et d'un verbe à l'infinitif pour décrire un outil ou un objet utilisé pour une action,,A1,Prepositions & Conjunctions,270,540
avoir peur de,"exprimer la peur ou la crainte envers quelque chose, quelqu’un ou une action","Elle a peur des araignées.
J'ai peur de tomber.
Je ne sais pas pourquoi j'ai peur de lui.",A1,"Idioms, Idiomatic Usage, and Structures",271,541
contraction de 'de',"utiliser la forme contractée (du, de la, de l’, des) après 'avoir peur de' lorsqu’on parle de quelque chose de spécifique","Tu as peur du noir ?
Mon chien a peur de l'orage.
Mon frère a peur des chiens.",A1,"Idioms, Idiomatic Usage, and Structures",271,542
verbe à l'infinitif après 'avoir peur de',suivre l'expression 'avoir peur de' par un verbe à l'infinitif pour exprimer la peur de faire une action,"J'ai peur de me perdre.
Vous avez peur d'échouer.
Ils ont peur de prendre le train tous seuls.",A1,"Idioms, Idiomatic Usage, and Structures",272,543
pronom tonique après 'avoir peur de',"utiliser un pronom tonique (moi, toi, lui, elle, nous, vous, eux, elles) après 'avoir peur de' pour dire de qui on a peur","Tu as toujours peur de moi.
Mathieu a peur de toi.
Nous avons souvent peur d'eux.",A1,"Idioms, Idiomatic Usage, and Structures",272,544
